#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
192          52.524736   -27.472550  0.0000      91870       52.522739   -27.471709  26.3415     7.801       3.078e-06   0.000e+00   1.000e+00   5.558e-07   6.565e-03   2.606e-10   0.000       0           
192          52.524736   -27.472550  0.0000      92007       52.525629   -27.471453  27.0468     5.094       8.080e-04   0.000e+00   1.000e+00   5.565e-08   5.593e-03   8.041e-09   0.000       0           
192          52.524736   -27.472550  0.0000      92795       52.525709   -27.470622  26.9984     7.776       3.269e-06   0.000e+00   1.000e+00   6.568e-08   5.679e-03   3.781e-11   0.000       0           
193          52.572587   -27.571069  0.0000      143327      52.571773   -27.572775  26.2679     6.805       3.134e-05   0.000e+00   1.000e+00   6.990e-07   6.624e-03   3.307e-09   0.000       0           
193          52.572587   -27.571069  0.0000      143399      52.574129   -27.572343  21.7679     7.201       1.292e-05   0.000e+00   1.000e+00   1.250e-02   1.038e-03   1.556e-04   0.000       1           
193          52.572587   -27.571069  0.0000      143400      52.571610   -27.571853  25.5601     4.508       1.982e-03   0.000e+00   1.000e+00   5.589e-06   6.716e-03   1.649e-06   0.000       0           
193          52.572587   -27.571069  0.0000      143434      52.570699   -27.571367  25.9611     6.882       2.649e-05   0.000e+00   1.000e+00   1.766e-06   6.772e-03   6.908e-09   0.000       0           
193          52.572587   -27.571069  0.0000      143448      52.574737   -27.571090  26.5138     7.741       3.568e-06   0.000e+00   1.000e+00   3.233e-07   6.391e-03   1.805e-10   0.000       0           
193          52.572587   -27.571069  0.0000      143487      52.571267   -27.570596  26.3785     5.047       8.711e-04   0.000e+00   1.000e+00   4.955e-07   6.532e-03   6.609e-08   0.000       0           
193          52.572587   -27.571069  0.0000      143569      52.573289   -27.569707  24.1919     5.518       3.938e-04   0.000e+00   1.000e+00   1.733e-04   4.823e-03   1.415e-05   0.000       0           
194          52.570716   -27.118016  0.0000      619066      52.569640   -27.119835  24.8876     7.608       4.941e-06   0.000e+00   1.000e+00   3.326e-05   6.041e-03   2.720e-08   0.000       0           
194          52.570716   -27.118016  0.0000      619106      52.570597   -27.119188  27.7653     4.240       2.883e-03   0.000e+00   1.000e+00   4.311e-09   4.132e-03   3.007e-09   0.000       0           
194          52.570716   -27.118016  0.0000      619136      52.569743   -27.118858  27.9046     4.633       1.653e-03   0.000e+00   1.000e+00   2.559e-09   3.833e-03   1.103e-09   0.000       0           
194          52.570716   -27.118016  0.0000      619208      52.571755   -27.117917  22.4633     3.757       5.339e-03   0.000e+00   1.000e+00   4.585e-03   1.768e-03   1.385e-02   0.026       1           
194          52.570716   -27.118016  0.0000      619235      52.568872   -27.117450  24.2966     6.944       2.308e-05   0.000e+00   1.000e+00   1.369e-04   5.026e-03   6.288e-07   0.000       0           
195          52.627676   -28.358597  0.0000      825023      52.628617   -28.359145  24.6727     3.920       4.374e-03   0.000e+00   1.000e+00   5.655e-05   5.705e-03   4.336e-05   0.000       0           
195          52.627676   -28.358597  0.0000      825024      52.627492   -28.359828  18.7383     4.482       2.057e-03   0.000e+00   1.000e+00   1.496e-01   1.082e-04   2.845e+00   0.845       1           
195          52.627676   -28.358597  0.0000      825049      52.627311   -28.358356  25.2832     1.575       3.419e-02   0.000e+00   1.000e+00   1.191e-05   6.518e-03   6.248e-05   0.000       0           
195          52.627676   -28.358597  0.0000      825168      52.627252   -28.356423  25.8618     7.973       1.993e-06   0.000e+00   1.000e+00   2.364e-06   6.784e-03   6.942e-10   0.000       0           
205          53.268607   -28.227724  0.0000      991456      53.269776   -28.229170  24.6097     6.694       3.978e-05   0.000e+00   1.000e+00   6.584e-05   5.598e-03   4.679e-07   0.000       1           
214          53.263715   -27.140015  0.0000      150941      53.263530   -27.141716  25.8957     6.159       1.192e-04   0.000e+00   1.000e+00   2.141e-06   6.782e-03   3.763e-08   0.000       0           
214          53.263715   -27.140015  0.0000      151009      53.262293   -27.140884  24.5259     5.999       1.626e-04   0.000e+00   1.000e+00   8.036e-05   5.451e-03   2.398e-06   0.000       0           
214          53.263715   -27.140015  0.0000      151023      53.264053   -27.140481  26.2261     2.072       2.560e-02   0.000e+00   1.000e+00   7.946e-07   6.654e-03   3.057e-06   0.000       0           
214          53.263715   -27.140015  0.0000      170432      53.263414   -27.138846  26.6931     4.347       2.490e-03   0.000e+00   1.000e+00   1.813e-07   6.164e-03   7.328e-08   0.000       0           
214          53.263715   -27.140015  0.0000      170508      53.261839   -27.138830  26.7861     7.989       1.917e-06   0.000e+00   1.000e+00   1.337e-07   6.028e-03   4.251e-11   0.000       0           
214          53.263715   -27.140015  0.0000      171596      53.264605   -27.139659  24.0164     3.451       7.592e-03   0.000e+00   1.000e+00   2.549e-04   4.477e-03   4.322e-04   0.001       1           
221          52.737860   -26.994057  0.0000      29207       52.737013   -26.995482  26.1946     5.967       1.730e-04   0.000e+00   1.000e+00   8.751e-07   6.674e-03   2.268e-08   0.000       0           
221          52.737860   -26.994057  0.0000      29356       52.738976   -26.994680  22.9133     4.603       1.728e-03   0.000e+00   1.000e+00   2.182e-03   2.420e-03   1.559e-03   0.000       0           
221          52.737860   -26.994057  0.0000      29357       52.738237   -26.994214  19.3550     1.469       3.599e-02   0.000e+00   1.000e+00   1.147e-01   1.652e-04   2.500e+01   0.979       1           
221          52.737860   -26.994057  0.0000      29358       52.737198   -26.994433  25.4347     2.739       1.534e-02   0.000e+00   1.000e+00   7.905e-06   6.642e-03   1.825e-05   0.000       0           
221          52.737860   -26.994057  0.0000      29359       52.736722   -26.993593  23.6145     4.425       2.233e-03   0.000e+00   1.000e+00   5.887e-04   3.681e-03   3.572e-04   0.000       0           
221          52.737860   -26.994057  0.0000      29430       52.738467   -26.992268  25.6109     6.800       3.166e-05   0.000e+00   1.000e+00   4.847e-06   6.738e-03   2.277e-08   0.000       0           
222          52.743131   -26.978749  0.0000      30249       52.743703   -26.980206  25.6429     5.636       3.195e-04   0.000e+00   1.000e+00   4.430e-06   6.750e-03   2.097e-07   0.000       0           
222          52.743131   -26.978749  0.0000      30302       52.742493   -26.979746  22.7153     4.263       2.796e-03   0.000e+00   1.000e+00   3.053e-03   2.116e-03   4.035e-03   0.008       1           
222          52.743131   -26.978749  0.0000      30426       52.743515   -26.978038  25.3401     2.908       1.317e-02   0.000e+00   1.000e+00   1.022e-05   6.569e-03   2.050e-05   0.000       0           
222          52.743131   -26.978749  0.0000      30466       52.741924   -26.977416  24.5678     6.473       6.338e-05   0.000e+00   1.000e+00   7.277e-05   5.525e-03   8.347e-07   0.000       0           
222          52.743131   -26.978749  0.0000      30482       52.743447   -26.977037  27.6507     6.267       9.637e-05   0.000e+00   1.000e+00   6.582e-09   4.378e-03   1.449e-10   0.000       0           
223          52.712895   -26.982529  0.0000      30013       52.713646   -26.983945  24.4638     5.771       2.499e-04   0.000e+00   1.000e+00   9.302e-05   5.339e-03   4.355e-06   0.000       0           
223          52.712895   -26.982529  0.0000      30070       52.711344   -26.982938  26.2645     5.776       2.476e-04   0.000e+00   1.000e+00   7.063e-07   6.627e-03   2.639e-08   0.000       0           
223          52.712895   -26.982529  0.0000      30165       52.712147   -26.981801  23.4933     3.758       5.336e-03   0.000e+00   1.000e+00   7.485e-04   3.446e-03   1.159e-03   0.002       0           
223          52.712895   -26.982529  0.0000      30174       52.713034   -26.981660  23.8563     3.167       1.025e-02   0.000e+00   1.000e+00   3.584e-04   4.158e-03   8.834e-04   0.002       0           
223          52.712895   -26.982529  0.0000      30188       52.714360   -26.981503  21.0220     6.441       6.772e-05   0.000e+00   1.000e+00   3.038e-02   5.706e-04   3.606e-03   0.007       1           
223          52.712895   -26.982529  0.0000      30221       52.712540   -26.980474  26.7700     7.507       6.305e-06   0.000e+00   1.000e+00   1.408e-07   6.052e-03   1.467e-10   0.000       0           
245          52.367649   -28.326152  0.0000      1054473     52.367889   -28.327880  22.9469     6.281       9.360e-05   0.000e+00   1.000e+00   2.058e-03   2.474e-03   7.788e-05   0.000       1           
245          52.367649   -28.326152  0.0000      1054478     52.367444   -28.326956  25.1596     2.987       1.223e-02   0.000e+00   1.000e+00   1.653e-05   6.392e-03   3.163e-05   0.000       0           
245          52.367649   -28.326152  0.0000      1054514     52.366085   -28.326054  26.0983     5.641       3.165e-04   0.000e+00   1.000e+00   1.171e-06   6.726e-03   5.512e-08   0.000       0           
245          52.367649   -28.326152  0.0000      1054527     52.369810   -28.325723  25.4310     7.931       2.221e-06   0.000e+00   1.000e+00   7.985e-06   6.639e-03   2.671e-09   0.000       0           
245          52.367649   -28.326152  0.0000      1054550     52.368961   -28.325518  23.8053     5.246       6.283e-04   0.000e+00   1.000e+00   3.989e-04   4.057e-03   6.178e-05   0.000       0           
245          52.367649   -28.326152  0.0000      1054593     52.369523   -28.325018  25.3073     7.886       2.489e-06   0.000e+00   1.000e+00   1.117e-05   6.540e-03   4.249e-09   0.000       0           
248          52.851859   -28.272141  0.0000      587379      52.852071   -28.273716  26.0257     5.723       2.728e-04   0.000e+00   1.000e+00   1.457e-06   6.754e-03   5.885e-08   0.000       0           
248          52.851859   -28.272141  0.0000      587547      52.853397   -28.271513  26.6861     5.981       1.684e-04   0.000e+00   1.000e+00   1.854e-07   6.173e-03   5.059e-09   0.000       0           
248          52.851859   -28.272141  0.0000      587638      52.849901   -28.272048  19.5856     7.056       1.799e-05   0.000e+00   1.000e+00   1.007e-01   1.940e-04   9.335e-03   0.018       1           
248          52.851859   -28.272141  0.0000      587640      52.850196   -28.271056  21.7300     7.150       1.454e-05   0.000e+00   1.000e+00   1.313e-02   1.007e-03   1.897e-04   0.000       0           
248          52.851859   -28.272141  0.0000      587641      52.851898   -28.272168  26.1740     0.172       5.056e-02   0.000e+00   1.000e+00   9.320e-07   6.687e-03   7.047e-06   0.000       0           
249          52.811783   -27.921240  0.0000      364500      52.811177   -27.922106  25.7022     3.806       5.034e-03   0.000e+00   1.000e+00   3.743e-06   6.768e-03   2.784e-06   0.000       0           
249          52.811783   -27.921240  0.0000      364557      52.812691   -27.921886  21.3410     4.013       3.887e-03   0.000e+00   1.000e+00   2.126e-02   7.372e-04   1.121e-01   0.174       1           
