#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
151437       52.737860   -26.994057  0.0000      29357       52.737198   -26.994459  0.2535      2.789       1.177e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   3.601e-01   0.186       0           
151437       52.737860   -26.994057  0.0000      29358       52.736722   -26.993601  0.9790      4.415       6.977e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.135e-02   0.011       0           
151438       52.743131   -26.978749  0.0000      30301       52.742493   -26.979746  1.4761      4.262       9.612e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.941e-02   0.060       0           
151438       52.743131   -26.978749  0.0000      30425       52.743515   -26.978038  0.2404      2.910       9.958e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   3.047e-01   0.620       1           
151439       52.712895   -26.982529  0.0000      30164       52.712147   -26.981784  1.2994      3.804       2.343e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   7.171e-02   0.167       0           
151439       52.712895   -26.982529  0.0000      30173       52.713034   -26.981653  0.9221      3.194       6.558e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.007e-01   0.467       1           
151451       52.367649   -28.326152  0.0000      1054477     52.367444   -28.326991  0.3269      3.110       7.448e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.279e-01   0.592       1           
151453       52.851859   -28.272141  0.0000      587640      52.851898   -28.272177  0.0721      0.193       7.607e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.328e+00   0.937       1           
151454       52.811783   -27.921240  0.0000      364499      52.811177   -27.922110  0.0840      3.818       2.283e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   6.986e-02   0.057       0           
151454       52.811783   -27.921240  0.0000      364556      52.812691   -27.921902  13.7300     4.047       1.478e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.524e-02   0.037       0           
151454       52.811783   -27.921240  0.0000      364557      52.812301   -27.921085  0.2130      1.944       3.085e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   9.441e-01   0.764       1           
151454       52.811783   -27.921240  0.0000      364558      52.812923   -27.920767  0.0594      4.440       6.612e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.023e-02   0.016       0           
151456       53.156520   -28.146269  0.0000      272039      53.156451   -28.145553  0.1086      2.589       1.524e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.663e-01   0.618       1           
